Sentence,label,passage,spans
,0,"Of those, 16 were rated as at least fair using the Quality Assessment Tool for Observational Cohort and Cross-Sectional Studies; only one was longitudinal in nature and was highly rated in terms of quality; only two controlled for trauma-related symptoms, one of which was highly rated and one of which was fair. A little over half of studies conceptualized CSA as a risk factor for ADHD (53%), while 29% conceptualized ADHD as a risk factor for future CSA, and a minority of studies (18%) did not make clear assumptions regarding the temporal association between these variables. Inclusion criteria were sexual abuse occurred before 18 years old, published quantitative studies documenting at least a bivariate association between CSA and ADHD, and published in the past 5 years for dissertations/theses, in French or English. Emily Kingsland is an associate librarian at McGill University Library and Archives, where she specializes in educational and counselling psychology, and psychology. Two studies conceptualizing CSA as a risk factor for ADHD and using adult samples only provided bivariate associations.","[(-1, -1)]"
,0,"Organ-space SSI alone accounts for 23% of re-hospitalizations, 60% of reoperations and 29% of admissions to Intensive Care Units (ICU), trebling hospital stay (3). The Pre-bundle cohort consisted of 95 consecutive patients undergoing elective colorectal surgery with anastomosis, from October 1, 2017 to May 30, 2018. The study was single-center. The sample size of the patients in the Bundle group was calculated for a decrease in serious complications (grades IV and V of the Clavien-Dindo Classification) to 6%, having the Pre-bundle group as a reference. The inclusion criteria were: patients over 18 years old, signed the informed consent and underwent elective colorectal surgery due to malignant or benign neoplasia with anastomosis during surgery.","[(-1, -1)]"
,0,"Sample size and power calculations were conducted and approved by the local animal ethical committees. The role of inhibitory G protein-dependent receptor (GiPCR) signaling in regulating cerebrovascular functions remains largely elusive. Our findings suggest an impact of cerebrovascular GiPCR signaling in the maintenance of CBF, which may be useful for novel pharmacotherapeutic approaches to prevent and treat cerebrovascular dysfunction and stroke. GRK 1365, GO 766/12–3, GO 766/15–2, GO 766/18–2), BMBF (to X.Y.: 01GQ1702), NIH Brain Initiative (to X.Y.: 1RF1NS113278-01), the Werner-Siemens foundation (to B.P.), and Karl Kuhn foundation (to B.N.). Moreover, it has been reported that in the cardiovascular system, PTX activity induces vessel size-dependent changes in vascular resistance [7], impairs endothelial Ca2+ influx [8], or lowers Ca2+ sensitivity of vasoconstriction in response to noradrenaline [2].","[(-1, -1)]"
,0,"Youth and families in rural regions might more frequently engage in communal behaviors, reciprocity, and sharing as part of everyday life due to the shared nature of agricultural work, collectivist culture, and the need for interdependence to ensure safety and stability. (Male, 30, Koinadugu). The study was approved by the Boston College Institutional Review Board and the Sierra Leone Ethics and Scientific Review Committee. If the process of sharing skills and information is perceived as offering mutual support from an “age mate” rather than lecturing or instructing from an elder, diffusion or sharing of skills may be more effective. I am happy that they taught my brother and he too wants to teach me.","[(-1, -1)]"
,0,"Figure 3B, lanes 4–8). An uncharacterized function(s) should be necessary to overcome RadA/Sms-mediated limitation of DSE, because RadA/Sms is crucial for strand assimilation during natural chromosomal transformation [32,34]. In conclusion, as reported in other systems, in B. subtilis, different motor proteins process replicative stress intermediates [48]. Similar results were observed when the two-component mediator (SsbA-RecO) was added to pre-formed RecA-cssDNA-RadA/Sms K104R (or RecA-cssDNA-RadA/Sms K255R) complexes (Figure 1C,D, line 2 vs. In other cases, homologous recombination (HR) functions may catalyze reversion of the stalled replication fork leading to a structure that resembles a Holliday junction (HJ), a process also called fork regression [2,3,5,6,7].","[(-1, -1)]"
,0,"Zhao et al. trained the model using biomonitoring data from the nationally representative National Health and Nutrition Examination Survey (NHANES), so it should be reasonably inclusive of communities with disparate burdens of chemical exposures. Invited Perspective: Examining Chemicals in Food as a Priority for Toxicity Testing Acknowledgments C.C.C. Chemical production is on the rise, and only a small fraction of the estimated 350,000-plus chemicals in commerce have undergone careful screening or testing. I visualized these results in Figure 1 by summing BEQ% by application category and within each category by assay end point.","[(-1, -1)]"
,0,"To focus the network on the region of interest and improve its ability to extract features, we introduce DSDC for each scale of features, causing the network to generate adaptive offsets for the target at each scale. The dataset includes four distinct types of objects, including an oil tank, an aircraft, an overpass, and a playground. Institutional Review Board Statement Not applicable. MDPI and/or the editor(s) disclaim responsibility for any injury to people or property resulting from any ideas, methods, instructions or products referred to in the content. The parameters of a standard convolutional layer are:","[(-1, -1)]"
,0,"and V.G.N.; validation, M.N.R. The X-ray powder diffraction (XRD) data of obtained (TbxLu1−x)2bdc3·nH2O samples were taken with a D2 Phaser (Bruker, Billerica, MA, USA) X-ray diffractometer using Cu Kα radiation (λ = 1.54056 Å). At terbium (III) ion concentrations of 60 and 100 at. The Tb3+/Lu3+ ratios in the synthesized (TbxLu1−x)2bdc3·nH2O compounds were confirmed with energy-dispersive X-ray spectroscopy (EDX) (EDX spectrometer EDX-800P, Shimadzu, Japan) (Table 3). In this work, we reported the phase composition and the optical properties of luminescent antenna MOFs: heterometallic terbium(III)–lutetium(III) terephthalates.","[(-1, -1)]"
,0,"We evaluated the quality of the included RCTs using the risk of bias tool from the Cochrane Collaboration. Regarding BASFI, a better improvement was reported in the IL-17 inhibitor group compared to that in the IL-23 and IL-6 inhibitor groups and the placebo group, and the differences were statistically significant (MD =−1.05, 95% CI: −1.65 to −0.51; MD =−1.46, 95% CI: −2.02 to −0.97; MD =−1.39, 95% CI: −1.66 to −1.24, respectively). As for BASDAI50, the treatments are ranked as follows in descending order: IL-17, TNF-α, JAK, and IL23 inhibitors. Bayesian Hierarchical Models were analyzed by JAGS software (version 4.3.0, Timothy R. Johnson & Kristine M. Kuhn, USA) using Markov chain Monte Carlo (MCMC). IL-23 inhibitors were related to a lower risk of AEs than both the IL-6 and TNF-α inhibitors, with significant differences (RR =0.62, 95% CI: 0.46–0.83; RR =0.80, 95% CI: 0.66–0.97, respectively).","[(-1, -1)]"
,0,"The review was limited to articles published in 3, US-based, journals – CORR, JBJS, and JOA. More specifically, 12 articles from CORR, 37 from JBJS, and 302 from JOA reported on THA (total of 351). However, this study encompassed a broader range of metrics – for example, including “patient satisfaction” as a metric, while the current study only included specific, recognized PROMs measuring satisfaction. Additional comparisons were conducted based on journal and procedure. Frequentist statistical analysis is the predominate method used to detect differences between outcome measures in current arthroplasty literature.","[(-1, -1)]"
,0,"Specifically, the amount of single enzyme or enzymatic cocktail ranged from 5 to 100 hydrolytic units, whereas the cellulose amount varied from 5 to 50 mg. The use of NC for food packaging is desirable because of its ability to form a dense percolating network due to hydrogen bonds with low gas permeability [18]. Increasing amounts of glucose to be used as standards contained 0, 0.2, 0.4, 0.6, 0.8, and 1.0 µmole of D (+)-glucose monohydrate (Sigma) in 40 µL of distilled water. As expected (Figure 3d), the amount of glucose released was inversely related to the crystallinity index of the samples, which was lowest for the BM60 sample and highest for the C700 sample, thus confirming the efficiency of the ball milling pre-treatment to enhance the subsequent enzymatic process. The reaction was performed in polystyrene 96-well plates.","[(-1, -1)]"
,0,"Although these techniques exhibit high accuracy, their cost for screening novel drug candidates from a huge amount of natural products is still expensive. The former is used to generate new data with the same characteristics as the training data. A model’s interpretability is the degree to which humans can understand the processes it uses to arrive at its outcomes. The web server and source code of DeepSynergy are provided at www.bioinf.jku.at/software/DeepSynergy and https://github.com/KristinaPreuer/DeepSynergy, respectively. Inspired by DeepDTA, a series of deep learning-based models has been sequentially proposed, such as WideDTA and DeepAffinity, which have become useful tools in drug discovery.","[(-1, -1)]"
,0,"However, considering the variability of COHb level, especially in the postnatal one week, further studies concerning the change over time for the ideal cut-off value for COHb may be needed. The type of sepsis (gram-positive or gram-negative) did not significantly affect COHb levels [1.8 (1.4–2.4) vs.2.2 (1.5–2.8)] (p=0.245)] (Table 4). LOS was caused by both gram-positive and gram-negative microorganisms simultaneously in 2 (2/77, 2.60%) and by fungal infections in 2 neonates (2/77, 2.60%). Demographic, perinatal, and neonatal characteristics were recorded and analyzed. (n=2, 8.7%), Pseudomonas spp.","[(-1, -1)]"
,0,"Other common presentations include exercise intolerance, chest pain, dyspnea, and palpitations [27–29]. Most cases of myocarditis result in recovery; however, dilated cardiomyopathy and sudden death remain risks in a minority of patients following myocarditis [1]. Some novel techniques continue to be developed to help in the diagnosis of evaluation of myocarditis. Worse ventricular function, including depressed left ventricular ejection fraction (LVEF), has been associated with poor outcomes and increased risk of death or transplantation [28, 53]. We reviewed and summarized the burden of myocarditis, diagnosis of myocarditis, and newer advanced applications of cardiac magnetic resonance (CMR) assessment of myocarditis in the SARs-CoV-2 era in children.","[(-1, -1)]"
,0,"The proportion of adherent patients was 59% (95% CI: 53–66%) in a follow-up period less than or equal to 12 months and 55% (95% CI: 48–63%) in a follow-up period greater than 12 months. In this study, we reported a significant direct association between good adherence to OADs and good glycemic control (OR = 1.55). This result, although preliminary, suggests that adherence to OADs is associated with glycemic control. The lack of information on the role of ethnicity in determining therapeutic adherence is another limitation of our study. Adherence to OADs in patients with T2D is sub-optimal and must be improved.","[(-1, -1)]"
,0,"The rationale for combination therapy with immune checkpoint inhibition is to create a favorable immunologic environment by attenuating immunosuppressive mechanisms, thereby encouraging the action of effector T cells generated by tumor-associated antigen vaccines. One patient experienced a DLT, myocarditis/myositis attributed to nivolumab, which was classified as a grade 3 adverse event. On the following day, cells were stained with fluorescence-labeled antibodies to CD3 (UCHT1, BD Biosciences), CD4 (SK3, BD Biosciences), and the following intracellular cytokines: interferon (IFN)-γ (B27, BD Biosciences), IL-2 (5344.111, BD Biosciences), and tumor necrosis factor (TNF)-α (Mab11, BD Biosciences). Ten (91%) of eleven patients had T-cell responses to WT1 peptides. Sarlis was employed with SELLAS Life Sciences Group, Inc.","[(-1, -1)]"
,0,"In contrast, patients with multiple myeloma (MM) undergoing treatment had seroconversion rates of 43% and 14% at 1 and 6 months after vaccination, respectively. Of the 16 patients vaccinated and treated for less than 2 years before the first vaccine dose, only 3 (18.75%) had a positive viral response, with a mean COVID-19-specific IgG of 438.36 (SD±374.86) AU/mL ( Figure 4 ). We found that patients who had received treatment for >2 years before the vaccination schedule had higher rates of positivity than those in treatment for <2 years. Among the patients studied, eight underwent autologous stem cell transplantation (ASCT) within 12 months of vaccination, and six had positive responses after two doses of the immunizer. Based on these data, we found that in patients previously exposed to the virus, there was a 75% increase in their COVID-19-specific IgG values after vaccination, which was 37% higher than the average level of antibodies in patients who were not exposed to the virus before vaccination ( Figure 3 ).","[(-1, -1)]"
,0,"The small and large group discussions achieved thematic saturation, so no additional groups were conducted. The 2010 Healthy, Hunger-Free Kids Act aligned nutrition standards for school meals with the Dietary Guidelines for Americans, increasing whole grains, eliminating trans fats, establishing appropriate calories by age, increasing required servings of fruits and vegetables, and reducing sodium. One parent even stated that the milk was the main reason they continued to pick up meals for their family. Community and policy partners collaborated with the academic partners on the entire research study. They identified the study objectives, recruited participants, and helped shape focus group discussion guides.","[(-1, -1)]"
,0,"Human prion diseases are rare and fatal neurologic disorders, the causes of which are sporadic, genetic, or acquired by infection. To examine the effect of codon 129 polymorphism of PRNP on the disease onset, we analyzed genotypic data of prion diseases relative to non-CJD. Probably because of differences in not performing multivariate analysis and furthermore not combining non-CJD patients with 129 MV and 129 VV genotypes into one group when analyzing logistic regression, our analysis did not confirm a preventive effect of 129 MV heterozygosity on the development of any of the genetic prion diseases. We thank Ms. Dimerization of PrP specifically affects the structural dynamics of residues especially at the helix α1 (residues 143–157) or α3 (residues 199–224), which are essential for PrPC to PrPSc conversion [21].","[(-1, -1)]"
,0,"Briefly, for SDS-PAGE, beef and PBMA hydrolysates were initially dissolved in water at a concentration of 10 mg/mL and then diluted using a 2 × Laemmli sample buffer containing 5% β-mecaptoethanol at a volume ratio of 1:1. A total of 5, 798 and 555 potent peptides were selected from BfPP, ByPP and ImPP based on the following filter conditions: peptide length < 20, molecular weight <3 kDa and PeptideRanker scores >0.2. Fan et al. found that spent hen-derived peptides exhibited antioxidant effects by acting as direct radical scavengers or mediating endogenous antioxidant enzymes in Ang II-stimulated A7r5 cells [42]. From the amino acids profile, PBMA hydrolysates were expected to possess comparable nutritional properties to that of beef hydrolysate. It is worth noting that the amino acid composition among proteins largely dictates the extent of digestion, such as Phe, Tyr, Trp Lys, and Arg, which are the cleavage sites of gastrointestinal proteases [32].","[(-1, -1)]"
,0,"The abortion rate was the ratio of spontaneous pregnancy losses to the number of gravidities. 54.53 ± 33.11). L.L. In the recurrent endometriosis group, women with familial anamnesis had a higher prevalence of severe dysmenorrhea (36% vs. Systematic sampling method: since 9116 could not be divisible by 354, 266 subjects were removed via a simple random sampling method, and the remaining 8850 patients were randomly numbered and evenly allocated to 354 groups.","[(-1, -1)]"
,0,"The clustering of ≥ 2 risk factors was significantly higher among women and Muslims in bivariate analysis, whereas no significant association was found in multivariate analysis. Hence, the reported smoking status should be interpreted with this in mind. The reported risk factors for CVD were smoking (1.6%), abdominal obesity (3.3%), alcohol consumption (3.7%), overweight/obesity (20.7%), unhealthy diet (85.3%), and physical inactivity (94.5%). Data were collected from January 2016 to February 2016. Excessive fat accumulation produces an accumulation of lipids around the visceral adipose tissue, which is another risk factor for developing CVDs.","[(-1, -1)]"
,0,"It should also be kept in mind that ultrasound is a very safe tool for examining body structures, and the use of ultrasound in medical practice has become increasingly popular. If this notion is true, there would be little reason for the early detection of thyroid cancer using ultrasound. Thyroid cancer is somewhat different from other cancers, insofar as its progression is relatively slow and the mortality rate is low. In the era of the wide use of ultrasound in medical practice, we should establish a standard protocol and guideline for the diagnostic workup of incidentally found thyroid nodules, rather than opposing or avoiding ultrasound screening of thyroid nodules. Although the main reason for this increased incidence has been the widespread ultrasound screening of thyroid nodules [2], it is also possible that unidentified factors, such as environmental pollution and the use of many chemicals in everyday life, might have contributed to the occurrence of thyroid cancer, and some researchers have suggested that a true increase in thyroid cancer has taken place [3].","[(-1, -1)]"
,0,"The lymphatic drainage might be modified in dogs with mammary tumours as Pereira et al. [15] showed an increased frequency of contralateral anastomoses between mammary glands in dogs with mammary tumours. The first step was an initial limited search on Ovid MEDLINE performed on 26th September 2019. In contrast most studies, 11/12 (92%), included dogs treated with radical mastectomy for comparison, either unilateral or bilateral. There were fewer dogs treated with lumpectomy, which could have been influenced by the surgeon’s preference when considering number of tumours, tumour size, stage and the ability to obtain clean margins. Most studies included, 8/12, were case series, either prospective or retrospective.","[(-1, -1)]"
,0,"And liver transplantation, surgical resection, percutaneous ablation, radiation and systemic therapies are a range of options for patients with hepatocellular carcinoma. AA, as a potential anti-tumor agent, induces apoptosis and G2/M cell cycle arrest through p38 activating p53 at S33. And the p38 inhibitor SB203580 reversed the AA-induced p53 phosphorylation at serine 33 site. To investigate the mechanism of AA-induced apoptosis and G2/M cell cycle arrest in Huh-7 cells, the expression of ERK, JNK and p38 MAP kinases were determined. The membranes then were incubated with primary and secondary antibodies.","[(-1, -1)]"
,0,"First, the input torque () in matrix was measured using an in-line torque sensor (model: YDR-2K), as shown in Figure 9. The angular displacement () and two angular accelerations (, ) for the matrix was obtained by directly differentiating and integrating using the low-pass filtering of the angular velocity signal. Non-model-based crack detection has also been attempted as a statistical-based data analysis method, using trained models from artificial neural networks [13] and genetic algorithms [14]. Substituting Equation (14) into Equation (40), and then reconstructing it yields the following: ▪ Initial estimation stage at When torque is applied by the load motor, the angular velocity difference between the two sides is caused by the stiffness of the shaft connecting the two motors.","[(-1, -1)]"
,0,"15%). According to Chan et al.’s [88] social learning–routine activity integrated theory, when the mere indulgence in deviant and paraphilic sexual fantasies for sexual pleasure and excitement no longer is sufficient to produce sufficient sexual euphoria, the individuals may then act out their deviant and paraphilic sexual fantasies to restore a more desirable level of sexual gratification [89]. It remains unclear if RSB and paraphilic interests are useful in helping to explain sexual offending behavior in a Chinese cultural context. A higher score denotes a greater interest in the corresponding paraphilic activities. More importantly, findings of this study can inform practice (e.g., preventive and intervention measures) through the identification of significant risk factors for sexual offending perpetration.","[(-1, -1)]"
,0,"Interestingly, GSK3 is present at high levels in brain and specifically phosphorylates numerous neuronal proteins implicating it in a variety of neurobiological functions such as axonal transport, neuronal development, neuronal polarization as well as in the regulation of synaptic plasticity and memory formation (e.g., Hernández et al., 2002; Hooper et al., 2007). Systemic administration of a selective GSK-3 inhibitor, CT99021, reversibly blocked NMDAR-dependent long-term depression (LTD) in the CA1 region of the hippocampus and facilitated learning in the Morris water maze (MWM) and T-maze. Future research will unequivocally progress our mechanistic understanding of GSK3 functions and promote the development of GSK3-based therapeutic applications. These results support the notion that GSK3α plays a specific role in regulating CA1 LTP and adds a further example of diverging functions between GSK3 isoforms. The two GSK3 isoforms, termed α and β, share high levels of homology, feature near identical substrate specificity and hence may have largely a common substrate range.","[(-1, -1)]"
,0,"For example, VETC type is a predictor of sorafenib benefit in HCC patients.4 FGF19-positive HCCs are more sensitive to FGFR4 inhibitor treatment.5 CK19-positive HCCs are related to high recurrence after radiofrequency ablation.6 MTM and VETC types are associated with angiogenesis,4,7,8 which plays important role in the effectiveness of cTACE.9 Increased plasma levels of VEGF have been associated with the development of metastasis after cTACE.10 However, the correlation between pathological types and cTACE response has not been elucidated fully. However, only VETC type was significantly associated with the second cTACE response in multivariate analysis, suggesting that VETC might be a more useful predictor of cTACE response. Among 126 needle biopsy tissues examined, MTM, VETC, CK19-positive types were 37% (46/126), 38% (48/126), 28% (35/126), respectively. Compared with non-VETC lesions, more lipiodol continued to depose in the alive part of the lesions in VETC lesion (P=0.000) (Figures 7A, 8 and 9), whereas lipiodol depositions were not increased by repeated cTACE in CK19-positive group (P=0.005) (Figure 7C). The different lipiodol deposition rate, ORR and PFS benefits of cTACE treatment for VETC and CK19-negative HCCs were further verified in the patients combining recurrence and biopsy cohorts.","[(-1, -1)]"
,0,"Institutional Review Board Statement Not applicable. However, its elongation at the break decreased by 98% post-natural weathering. The weak interfacial bond between the hydrophilic lignocellulosic filler and the hydrophobic polymer matrices prevented stress propagation. For example, Utrera-Barrios et al. [7] prepared thermoplastic elastomers based on epoxidized natural rubber and polycaprolactone blends in the presence of alginate as a filler. Although the chemical properties of the fillers generally do not change during the melt mixing processes, their physical characteristics can change.","[(-1, -1)]"
,0,"As can be seen from Equations (1) and (2), when the contact area increases, both the output voltage and current increase. In this study, we propose a highly flexible and stretchable sponge-type TENG, named flexible conductive sponge triboelectric nanogenerator (FCS-TENG), which consists of a porous structure manufactured by inserting carbon nanotubes (CNTs) into silicon rubber using sugar particles. Thus, considering the long-term and self-sustainable operation [1,2,3,4] of self-power-generating devices based on energy harvesting is attracting significant attention [5,6]. Therefore, by changing the distance of the stroke, the duration of the stroke was controlled to control the force from 2 to 7 N. Corresponding to the driving force range between 2 and 7 N in Figure 3c,d, the output in Figure 3e,f is 1120 V, 25.6 μA, and the minimum output is 416 V, 8.8 μA. Disclaimer/Publisher’s Note: The statements, opinions and data contained in all publications are solely those of the individual author(s) and contributor(s) and not of MDPI and/or the editor(s).","[(-1, -1)]"
,0,"Conflicts of Interest The author declares no conflict of interest. Although previous research had explained and provided an extensive guideline on the best screening methods for non-alcoholic fatty liver disease (NAFLD) detection, the study presently concerned went further and has helped explain how beneficial the implementation of NAFLD screening is for early liver disease detection [2,3]. Leone et al. did a great job targeting this large population and evaluating this diet and its impact on metabolism, particularly assessing the risk of fatty liver disease [1]. Comment on Leone et al. Association between Mediterranean Diet and Fatty Liver in Women with Overweight and Obesity. Although PREDIMED was one of the most influential randomized trials ever, in June 2018, the trial was retracted and republished because of the detection of severe protocol deviations [8].","[(-1, -1)]"
,0,"This resulted in clinical and RECIST partial response ( Figure 6C ). While three large studies in Caucasian populations have reported 5-7% compound EGFR mutations among EGFR-positive patients (11–13). In the phase III FLAURA trial, which compared osimertinib to first-generation EGFR-TKIs in advanced EGFR-mutant NSCLC, objective response rates (ORRs) were similar, but progression-free survival (PFS) and overall survival (OS) were significantly longer (18.9 vs 10.2 and 38.6 vs 31.8 months, respectively) (6, 7). In January 2018, definitive radiation therapy 72 grays (Gy) were delivered followed by adjuvant erlotinib. Any product that may be evaluated in this article, or claim that may be made by its manufacturer, is not guaranteed or endorsed by the publisher.","[(-1, -1)]"
,0,"Conclusions: COVID-19 distress affected the overall quality of life of patients who already had lower levels of quality of life before the pandemic and who had advanced cancers. Consequently, it is essential to investigate the psychological impact of the COVID-19 pandemic on cancer patients, as it is a critically important variable for disease progression and treatment adherence. Results: Quality of life worsened significantly during the pandemic compared with the pre-pandemic period. Similarly, access to the Day Hospital was granted only while wearing protective equipment (mask) and without attendants. COVID-19 peritraumatic distress significantly predicted lower quality-of-life scores during the pandemic.","[(-1, -1)]"
,0,"In HSC-3 and Ca922 cell lines, trans-ethyl p-methoxycinnamate significantly damages the cells (Ichwan et al., 2019). Their respective IC50 values were 27.85, 46.98, 26.98, and 17.26 mM (Yao et al., 2018). The KG species primarily blooms in August and September, whereas KR does so from late March to early May. Entamoeba histolytica and drug-resistant Mycobacterium TB strains are also lysed by KG yielded ethyl p-methoxycinnamate (EPMC) (Lakshmanan et al., 2011). Additionally, it lessens the signs of cardiovascular diseases, sarcopenia, and inhibits the development of osteoarthritis (Kobayashi et al., 2018; Kim and Hwang, 2020).","[(-1, -1)]"
,0,"Hindgut digestibility of DM, OM, and ether extract linearly increased (p < 0.05) with an increasing inclusion rate of WB. Polynomial contrasts were used to test linear and quadratic effects of dietary WB on AID, ATTD, and HD of GE and nutrients. In conclusion, increasing the dietary aNDF concentrations from 4% to 20% reduced the digestibility of energy and nutrients but increased the hindgut digestibility of DM and OM. Thus, the second objective was to investigate the influence of ileal digesta collection before fecal collection on the ATTD of energy and nutrients in pigs. The AID of CP in WB has been reported to be less than that in wheat and soybean meal [17].","[(-1, -1)]"
,0,"Quality of life was further defined by the conceptual work of Wilson and Cleary [7]. (4) Assessments included exploratory and confirmatory factor analysis of items reflecting the different domains [2–5]. The BOQ11–18 [2,3] is one of several instruments developed as part of the Shriners Hospitals for Children/American Burns Association program, the Burn Outcome Questionnaires (BOQs). This allows identification of populations at risk for poor outcomes and in need of greater support. Future work involving the further development of the BOQs as well as the development of new pediatric instruments [16] for the assessment of burn-specific outcomes and the implementation of sophisticated technologies such as computer adaptive testing [17] applied to burn recovery assessment are exciting new directions in this field.","[(-1, -1)]"
,0,"All analyses were performed using R Statistical Software (v4.1.2; R Core Team 2021). Clinical Relevance of Uterine Manipulation on Oncologic Outcome in Robot-Assisted versus Open Surgery in the Management of Endometrial Cancer The PFS and OS were analyzed using Kaplan–Meier curve analysis. In addition, a recent meta-analysis suggested that the use of a uterine manipulator for MIS for endometrial cancer did not increase the recurrence rate [10]. Procedures included an extrafascial hysterectomy with bilateral salpingo-oophorectomy, bilateral pelvic lymph node dissection, para-aortic lymph node dissection, and peritoneal cytology.","[(-1, -1)]"
,0,"Additionally, internet self-efficacy is indispensable to explaining students’ higher level of satisfaction with online learning. Baber (2020) also found that there is no significant difference in student satisfaction between South Korea and India. These researchers also found that gender, Wi-Fi, and other network forms impact learners’ online learning satisfaction. Any product that may be evaluated in this article, or claim that may be made by its manufacturer, is not guaranteed or endorsed by the publisher. Higher education institutions regard student satisfaction as one of the main factors determining the quality of online courses (Yukselturk and Yildirim, 2008).","[(-1, -1)]"
,0,"Efficient and sufficient mental health services such as telemedicine (online mental health consultation during movement lockdown) and regular mental health follow-up services for those with a history of psychiatric illness should also be implemented to ensure that the mental health of this group of COVID-19 survivors is safeguarded. Finally, we did not include other possible factors that may have contributed to psychological distress, such as coping methods and social support, which may be confounding factors in this study. Moreover, all continuous variables (K6 and EMIC scores) were not normally distributed (p > 0.05 under the Kolgomorov–Smirnov test) and were thus reported with the median and interquartile range (IQR). It was shown to be a valid and reliable tool in assessing stigma among recovered patients with COVID-19, with acceptable internal consistency with a Cronbach’s α of 0.79 [35]. This is supported by previous studies, which have pinpointed that the pandemic negatively affected those with mental illness, leading to a higher rate of relapse [41,42].","[(-1, -1)]"
,0,"Of note, due to the resistance against enzymatic hydrolysis, MSDc can cyclically catalyze this self-degradation reaction (Fig. 4A). Theoretically, this racemization can decrease the T-lymphocyte/macrophage phagocytose, which was approved by cellular uptakes test following the 6-h incubation with Cy3-labaled MSDc and MSDNc (Fig. 3G and S4). Human murine double minute-2 (MDM2) is one of the pivotal suppressors to restrain the anti-cancer biological function of p53, and has been recognized as a viable target for drug discovery [24], [25], [26], [27]. As expected, MSDNc down-regulated MDM2 in more action than CtrlMSDNc. Moreover, the image and quantized data of western blot (Fig. 4K and S7) and immunofluorescence (Fig. 4L and 4 M) proved again the restoration of p53 signaling pathways by MSDNc.","[(-1, -1)]"
,0,"This naming convention is used for the rest of the data folders. Both 3D Slicer and VMTK allow editing and processing STL meshes, including addition of flow extensions and generation of volume meshes for computational fluid dynamics simulations. CTCA is ideal for geometry reconstruction to create virtual models of coronary arteries. Dice Similarity Coefficient (DSC) is frequently used to measure the degree of overlap between annotations. The smooth surface meshes and centrelines can be directly used for computational modelling, directly 3D printed for experiments, assist in developing and testing medical devices such as stents, and can be used for Virtual Reality applications for education and training.","[(-1, -1)]"
,0,"However, after the grafting of the hydrophilic shells on the haa-MIP particles, the surface hydrophilicity and water dispersion stability of the polymer particles of MIP-HSs greatly improved. These results indicated that the haa-MIP had a significantly higher affinity and specific recognition toward harmine due to the molecularly imprinted sites in its network. The difference of particle size between the haa-MIP and NIP particles could be further confirmed by SEM observation in Figure 4. A size distribution in the range of 60–220 nm is observed for haa-MIP, while the NIP has a relatively broad size distribution in the range of 90–550 nm. In addition, the smaller size of haa-MIP may also have a positive contribution to the high binding capacity. For instance, the uptake of harmine increased from 6.9 mg/g to 9.0, 10.6, and 7.8 mg/g after the grafting of hydrophilic shells of PHEMA, PIA, and PDEAEMA, respectively.","[(-1, -1)]"
,0,"The authors declare no conflict of interest. The two data files are derived from Guo et al. (2020) and are used to illustrate how the main function works. The utility of these historical environmental regime indices (e.g., hydrologic indicators, bioclimatic indices) has resulted in tremendous applications in ecological research and also other lines of research (e.g., De Pauw et al., 2022; Nguyen et al., 2021; Su et al., 2022; Tonkin et al., 2018; Tornés et al., 2021; Xu et al., 2022). However, there are several constraints to the currently used historical environmental regime indices: (1) The currently available indices are limited to hydroclimatic variables, such as flow, temperature, and precipitation. Another example is the 19 standard bioclimatic indices, which integrate climate data from 1970 to 2000 (available in WorldClim 2 database; Fick & Hijmans, 2017).","[(-1, -1)]"
,0,"PEPFAR 2017–2021 Monitoring, Evaluation, and Reporting data were used to provide an update and describe CDC’s contribution to the scale-up of the VMMC program, which is important to meeting the 2025 Joint United Nations Programme on HIV/AIDS (UNAIDS) target of 90% of males aged 15–59 years having access to VMMC services in prioritized countries to help end the AIDS epidemic by 2030 (4). During 2010–2016, CDC supported 5,880,372 VMMCs in 12 countries (2,3). part 56; 42 U.S.C. Device-based circumcisions declined from 3.8% during 2017 to 1.1% during 2019 and 2020; one factor contributing to the decline might be the lack of programmatic experience to scale up use of the ShangRing device (Wuhu Snnda Medical Treatment Appliance Technology) when practitioners started to phase out the PrePex device (Circ MedTech, Ltd.) during 2016–2018 after reports of tetanus in patients who received VMMC with this device (9). ¶ Rwanda and Tanzania stopped reporting HIV testing rates in fiscal year 2020 because of a change in funding and testing practices at VMMC sites.","[(-1, -1)]"
,0,"The existence of the ica operon in the tested strains was verified by amplification of specific segments for icaA (188 bp), icaB (1080 bp), icaC (209 bp), and icaD (198 bp) Figure 4 and the relationship between the formation of biofilm and the four genes associated with biofilm was evaluated. In this study, after crystal violet staining, OD570 mean microplate readings ranged from 0.186 to 0.613. The prevalence of biofilm encoding genes associated with multidrug resistance in S. aureus strains is high. Also, the resistance of MSSA strains to Vancomycin was negligible and zero. The biofilm formation was performed through the Microtiter plate method.","[(-1, -1)]"
,0,"Overall, the group with fasting hyperglycaemia alone (≥5.1 mmol/L) had twice the likelihood of needing treatment (CI 1.37–3.14). Categorical data were analysed using chi-squared test and logistic regression. Within the total cohort of women, 58% had a foetal ultrasound performed in the third trimester. Differences between groups were compared using one-way analysis of variance (ANOVA) for continuous data. and S.J.G.; writing—original draft preparation, N.R.; writing—review and editing, N.R., D.R.","[(-1, -1)]"
